Linear regression parameters:
Intercept: 0.32277
Slope: 0.495989
Correlation: 0.301292
Target-output data:
submatrix_0
5 7.00808
0 4.28385
4 2.4538
1 -0.663276
9 1.10994
2 -3.86634
1 7.58896
3 2.24903
1 3.77201
4 2.30452
3 1.59457
5 1.52899
3 2.87294
6 -1.03804
1 2.44833
7 1.03485
2 0.400686
8 2.33594
6 1.29624
9 5.65091
4 3.33484
0 -0.984618
9 6.22909
1 2.54314
1 -1.96764
2 0.933525
4 3.15665
3 1.56868
2 -0.00645745
7 -0.948049
3 1.59091
8 -3.24484
6 3.9354
9 7.97613
0 -1.88753
5 5.39325
6 -1.94628
0 -0.988038
7 5.07154
6 3.33086
1 -2.11125
8 6.36129
7 0.274167
9 -5.32881
3 7.26918
9 7.08177
8 6.09086
5 2.83088
9 -3.45569
3 0.495065
3 2.89386
0 -2.15486
7 4.82456
4 2.27197
9 22.7181
8 3.55394
0 -1.45818
9 6.7813
4 5.19196
1 -2.25684
4 2.75951
4 3.98079
6 -1.71363
0 17.7389
4 2.68253
5 3.06977
6 -7.84243
1 0.881198
0 -1.91821
0 -0.900003
1 -0.82954
7 4.80139
1 -2.92798
6 2.57067
3 -1.53234
0 0.829635
2 1.59668
1 -3.02376
1 -3.0273
7 7.40384
9 5.98544
0 -9.6067
2 2.20952
6 16.2402
7 21.9677
8 1.20322
3 1.81203
9 2.50551
0 11.3627
4 2.21688
6 4.45918
7 1.38808
4 4.91868
6 3.01815
8 6.15824
0 0.369437
7 5.02865
8 0.298543
3 -0.495113
1 -0.90544
