Linear regression parameters:
Intercept: 1.1211
Slope: 0.61172
Correlation: 0.380024
Target-output data:
submatrix_0
5 8.87685
0 6.23005
4 3.6906
1 0.595486
9 6.9344
2 -2.15777
1 5.1019
3 2.66393
1 2.60189
4 3.58033
3 2.40995
5 4.27442
3 3.17882
6 1.2814
1 3.3184
7 2.53416
2 1.57707
8 6.51415
6 5.28464
9 7.75703
4 3.7441
0 -0.37563
9 8.97667
1 4.53704
1 0.293785
2 1.80077
4 3.30383
3 2.70108
2 1.45016
7 -0.41227
3 2.54711
8 -1.30311
6 5.50247
9 8.72388
0 -0.123286
5 5.02098
6 -1.32761
0 -0.173576
7 6.74757
6 5.55742
1 -1.03001
8 7.52843
7 0.0239881
9 -0.760807
3 7.19774
9 8.50483
8 7.5853
5 4.664
9 -3.13853
3 2.19763
3 2.90158
0 -0.28552
7 6.55655
4 3.63504
9 23.8969
8 4.47126
0 -0.277047
9 8.53192
4 5.97945
1 -0.626311
4 3.78836
4 5.9792
6 0.379023
0 17.3149
4 3.82347
5 4.46239
6 -6.06098
1 1.36924
0 -0.376237
0 1.82568
1 0.489081
7 4.48915
1 -2.25871
6 4.58659
3 0.182131
0 -0.211895
2 1.68212
1 -0.423233
1 -0.345679
7 8.39044
9 8.38815
0 -7.82592
2 2.16786
6 18.437
7 23.0338
8 3.7377
3 2.73331
9 2.84114
0 11.8442
4 1.91798
6 5.658
7 2.19097
4 4.65651
6 5.33934
8 7.42337
0 -0.0222608
7 5.93082
8 2.0372
3 2.17849
1 0.565793
